76, ../CatS_prep/Docked_ligands/CatS_127.pdb, ../CatS_prep/GC3_data/ligands/haan.pdb
59, ../CatS_prep/Docked_ligands/CatS_30.pdb, ../CatS_prep/GC3_data/ligands/wcgq.pdb
86, ../CatS_prep/Docked_ligands/CatS_191.pdb, ../CatS_prep/GC3_data/ligands/mekm.pdb
99, ../CatS_prep/Docked_ligands/CatS_52.pdb, ../CatS_prep/GC3_data/ligands/mekm.pdb
59, ../CatS_prep/Docked_ligands/CatS_29.pdb, ../CatS_prep/GC3_data/ligands/wcgq.pdb
95, ../CatS_prep/Docked_ligands/CatS_181.pdb, ../CatS_prep/GC3_data/ligands/mekm.pdb
86, ../CatS_prep/Docked_ligands/CatS_84.pdb, ../CatS_prep/GC3_data/ligands/mekm.pdb
72, ../CatS_prep/Docked_ligands/CatS_79.pdb, ../CatS_prep/GC3_data/ligands/haan.pdb
89, ../CatS_prep/Docked_ligands/CatS_122.pdb, ../CatS_prep/GC3_data/ligands/mekm.pdb
71, ../CatS_prep/Docked_ligands/CatS_76.pdb, ../CatS_prep/GC3_data/ligands/haan.pdb
99, ../CatS_prep/Docked_ligands/CatS_4.pdb, ../CatS_prep/GC3_data/ligands/mekm.pdb
53, ../CatS_prep/Docked_ligands/CatS_141.pdb, ../CatS_prep/GC3_data/ligands/ttlc.pdb
53, ../CatS_prep/Docked_ligands/CatS_131.pdb, ../CatS_prep/GC3_data/ligands/ttlc.pdb
56, ../CatS_prep/Docked_ligands/CatS_9.pdb, ../CatS_prep/GC3_data/ligands/yquj.pdb
